"year", "month", "day", "organization_name","organization_title","broken_package_count","broken_resource_count","broken_resource_percent","package_count","broken_package_percent"
16, 03, 24, "imls-gov","Institute of Museum and Library Services","12","16","14","42","28"
16, 03, 24, "iastate-edu","Iowa State University GIS Support and Research Facility","19","20","4","165","11"
16, 03, 24, "kgs-ku-edu","Kansas Data Access and Support Center","31","32","9","165","18"
16, 03, 24, "lagic-lsu-edu","Louisiana Geographic Information Center","22","39","6","274","8"
16, 03, 24, "mspb-gov","Merit Systems Protection Board","3","3","100","3","100"
16, 03, 24, "mcc-gov","Millenium Challenge Corporation","3","6","0","113","2"
16, 03, 24, "montgomery-county-of-maryland","Montgomery County of Maryland","6","15","2","126","4"
16, 03, 24, "nasa-gov","National Aeronautics and Space Administration","804","804","2","32029","2"
16, 03, 24, "nara-gov","National Archives and Records Administration","1","1","1","65","1"
16, 03, 24, "nlrb-gov","National Labor Relations Board","1","1","1","56","1"
16, 03, 24, "noaa-gov","National Oceanic and Atmospheric Administration, Department of Commerce","43","43","0","67735","0"
16, 03, 24, "nps-gov","National Park Service, Department of the Interior","1245","3277","12","6784","18"
16, 03, 24, "nsf-gov","National Science Foundation","5","5","3","145","3"
16, 03, 24, "nitrd-gov","Networking and Information Technology Research and Development, Executive Office of the President","4","4","5","58","6"
16, 03, 24, "gis-inventory-ramona-nsgic","NSGIC GIS Inventory (aka Ramona)","3908","4886","18","14041","27"
16, 03, 24, "nrc-gov","Nuclear Regulatory Commission","15","15","24","61","24"
16, 03, 24, "usa-net","Nuna Technologies","1","2","10","8","12"
16, 03, 24, "ornl-gov","Oak Ridge National Laboratory","12","45","22","77","15"
16, 03, 24, "oha-doi-gov","Office of Hearings and Appeals, Department of the Interior","1","1","100","1","100"
16, 03, 24, "onhir-gov","Office of Navajo and Hopi Indian Relocation","4","4","100","4","100"
16, 03, 24, "opm-gov","Office of Personnel Management","2","2","0","497","0"
16, 03, 24, "ostp-eop-gov","Office of Science and Technology Policy, Executive Office of the President","2","2","33","6","33"
16, 03, 24, "opic-gov","Overseas Private Investment Corporation","3","3","100","3","100"
16, 03, 24, "psmfc-org","Pacific States Marine Fisheries Commission","27","73","56","49","55"
16, 03, 24, "sss-gov","Selective Service System","9","9","100","9","100"
16, 03, 24, "state-of-alaska","State of Alaska","5","6","0","369","1"
16, 03, 24, "arkansas-gov","State of Arkansas","68","97","9","359","18"
16, 03, 24, "ca-gov","State of California","222","333","18","848","26"
16, 03, 24, "state-of-connecticut","State of Connecticut","13","39","2","346","3"
16, 03, 24, "state-of-hawaii","State of Hawaii","7","7","0","448","1"
16, 03, 24, "state-of-illinois","State of Illinois","7","7","0","591","1"
16, 03, 24, "state-of-maryland","State of Maryland","6","6","0","781","0"
16, 03, 24, "state-mn-us","State of Minnesota","15","15","6","209","7"
16, 03, 24, "state-of-missouri","State of Missouri","6","18","1","373","1"
16, 03, 24, "state-of-new-york","State of New York","19","56","2","522","3"
16, 03, 24, "nd-gov","State of North Dakota","32","47","4","237","13"
16, 03, 24, "state-of-oregon","State of Oregon","5","5","0","482","1"
16, 03, 24, "state-of-washington","State of Washington","1","1","0","334","0"
16, 03, 24, "un-org","United Nations Cartographic Section","8","8","2","135","5"
16, 03, 24, "university-of-arizona","University of Arizona","3","6","0","591","0"
16, 03, 24, "unh-edu","University of New Hampshire","63","171","3","1827","3"
16, 03, 24, "edc-uri-edu","University of Rhode Island Geospatial Extension Program","5","12","13","21","23"
16, 03, 24, "census-gov","US Census Bureau, Department of Commerce","193","234","0","132268","0"
16, 03, 24, "cpsc-gov","US Consumer Product Safety Commission","1","1","14","7","14"
16, 03, 24, "hhs-gov","U.S. Department of Health & Human Services","103","129","3","1620","6"
16, 03, 24, "eeoc-gov","US Equal Employment Opportunity Commission","22","22","24","91","24"
16, 03, 24, "fws-gov","US Fish and Wildlife Service, Department of the Interior","1544","1585","5","25787","5"
16, 03, 24, "fs-fed-us","US Forest Service, Department of Agriculture","1","1","0","765","0"
16, 03, 24, "usgs-gov","U.S. Geological Survey, Department of the Interior","146273","180192","3","1608057","9"
16, 03, 24, "osc-gov","US Office of the Special Counsel","3","3","100","3","100"
16, 03, 24, "vcgi-org","Vermont Center for Geographic Information","171","263","24","231","74"
16, 03, 24, "deq-virginia-gov","Virginia Department of Environmental Quality","1","1","25","2","50"
16, 03, 24, "wake-county","Wake County","1","1","0","104","0"
16, 03, 24, "wustl-edu","Washington University St Louis","59","155","51","60","98"
16, 03, 24, "wwhgd-nga-org","World Wide Human Geography Data Working Group","2","9","37","10","20"
16, 03, 24, "wvu-edu","WV GIS Technical Center","1","2","5","18","5"
16, 03, 25, "azgs-az-gov","Arizona Geological Survey","336","581","17","1588","21"
16, 03, 25, "usace-army-mil","Army Corps of Engineers, Department of the Army, Department of Defense","99","207","39","128","77"
16, 03, 25, "belle-baruch-sc-edu","Baruch Institute for Marine and Coastal Sciences, Univ of South Carolina","10","14","6","26","38"
16, 03, 25, "broadcasting-board-of-governors","Broadcasting Board of Governors","6","6","100","6","100"
16, 03, 25, "bie-doi-gov","Bureau of Indian Education, Department of the Interior","1","1","100","1","100"
16, 03, 25, "blm-gov","Bureau of Land Management, Department of the Interior","5","5","4","95","5"
16, 03, 25, "resources-ca-gov","California Department of Resources","367","367","62","585","62"
16, 03, 25, "jpl-nasa-gov","California Institute of Technology, Jet Propulsion Laboratory","1","15","83","1","100"
16, 03, 25, "city-of-baltimore","City of Baltimore","1","1","0","361","0"
16, 03, 25, "city-of-baton-rouge","City of Baton Rouge","3","9","7","32","9"
16, 03, 25, "city-of-charlotte","City of Charlotte","1","1","0","56","1"
16, 03, 25, "city-of-chicago","City of Chicago","12","22","1","601","1"
16, 03, 25, "city-of-los-angeles","City of Los Angeles","7","9","0","350","2"
16, 03, 25, "city-of-new-york","City of New York","25","47","0","1417","1"
16, 03, 25, "city-of-san-francisco","City of San Francisco","3","9","0","415","0"
16, 03, 25, "city-of-seattle","City of Seattle","31","73","4","362","8"
16, 03, 25, "cook-county-of-illinois","Cook County of Illinois","7","10","0","375","1"
16, 03, 25, "cornell-edu","Cornell University ","107","301","13","1772","6"
16, 03, 25, "ceq-eop-gov","Council on Environmental Quality, Executive Office of the President","99","99","98","101","98"
16, 03, 25, "usda-gov","Department of Agriculture","9","9","0","620","1"
16, 03, 25, "doc-gov","Department of Commerce","38","38","0","1459","2"
16, 03, 25, "dod-gov","Department of Defense","60","68","33","191","31"
16, 03, 25, "ed-gov","Department of Education","15","37","4","238","6"
16, 03, 25, "doe-gov","Department of Energy","3","4","0","1238","0"
16, 03, 25, "dhs-gov","Department of Homeland Security","12","12","4","256","4"
16, 03, 25, "hud-gov","Department of Housing and Urban Development","10","10","4","174","5"
16, 03, 25, "doj-gov","Department of Justice","1","1","0","1049","0"
16, 03, 25, "dol-gov","Department of Labor","30","31","5","374","8"
16, 03, 25, "state-gov","Department of State","3","4","0","119","2"
16, 03, 25, "treasury-gov","Department of the Treasury","8","8","2","237","3"
16, 03, 25, "dot-gov","Department of Transportation","10","15","0","3104","0"
16, 03, 25, "edac-unm-edu","Earth Data Analysis Center, University of New Mexico","877","2143","3","5448","16"
16, 03, 25, "eop-gov","Executive Office of the President","2","2","1","46","4"
16, 03, 25, "fcc-gov","Federal Communications Commission","2","2","16","12","16"
16, 03, 25, "fema-gov","Federal Emergency Management Agency, Department of Homeland Security","2413","12805","44","8371","28"
16, 03, 25, "ftc-gov","Federal Trade Commission","6","9","81","6","100"
16, 03, 25, "gsa-gov","General Services Administration","3","3","1","159","1"
16, 03, 25, "glc-org","Great Lakes Commission","60","297","69","86","69"
16, 03, 25, "isu-edu","Idaho State University","56","168","7","2076","2"
16, 03, 25, "imls-gov","Institute of Museum and Library Services","12","16","14","42","28"
16, 03, 25, "iastate-edu","Iowa State University GIS Support and Research Facility","19","20","4","165","11"
16, 03, 25, "kgs-ku-edu","Kansas Data Access and Support Center","31","32","9","165","18"
16, 03, 25, "lagic-lsu-edu","Louisiana Geographic Information Center","22","39","6","274","8"
16, 03, 25, "mspb-gov","Merit Systems Protection Board","3","3","100","3","100"
16, 03, 25, "mcc-gov","Millenium Challenge Corporation","3","6","0","113","2"
16, 03, 25, "montgomery-county-of-maryland","Montgomery County of Maryland","6","15","2","126","4"
16, 03, 25, "nasa-gov","National Aeronautics and Space Administration","804","804","2","32029","2"
16, 03, 25, "nara-gov","National Archives and Records Administration","1","1","1","65","1"
16, 03, 25, "nlrb-gov","National Labor Relations Board","1","1","1","56","1"
16, 03, 25, "noaa-gov","National Oceanic and Atmospheric Administration, Department of Commerce","43","43","0","67735","0"
16, 03, 25, "nps-gov","National Park Service, Department of the Interior","1245","3277","12","6784","18"
16, 03, 25, "nsf-gov","National Science Foundation","5","5","3","145","3"
16, 03, 25, "nitrd-gov","Networking and Information Technology Research and Development, Executive Office of the President","4","4","5","58","6"
16, 03, 25, "gis-inventory-ramona-nsgic","NSGIC GIS Inventory (aka Ramona)","3908","4886","18","14041","27"
16, 03, 25, "nrc-gov","Nuclear Regulatory Commission","15","15","24","61","24"
16, 03, 25, "usa-net","Nuna Technologies","1","2","10","8","12"
16, 03, 25, "ornl-gov","Oak Ridge National Laboratory","12","45","22","77","15"
16, 03, 25, "oha-doi-gov","Office of Hearings and Appeals, Department of the Interior","1","1","100","1","100"
16, 03, 25, "onhir-gov","Office of Navajo and Hopi Indian Relocation","4","4","100","4","100"
16, 03, 25, "opm-gov","Office of Personnel Management","2","2","0","497","0"
16, 03, 25, "ostp-eop-gov","Office of Science and Technology Policy, Executive Office of the President","2","2","33","6","33"
16, 03, 25, "opic-gov","Overseas Private Investment Corporation","3","3","100","3","100"
16, 03, 25, "psmfc-org","Pacific States Marine Fisheries Commission","27","73","56","49","55"
16, 03, 25, "sss-gov","Selective Service System","9","9","100","9","100"
16, 03, 25, "state-of-alaska","State of Alaska","5","6","0","369","1"
16, 03, 25, "arkansas-gov","State of Arkansas","68","97","9","359","18"
16, 03, 25, "ca-gov","State of California","222","333","18","848","26"
16, 03, 25, "state-of-connecticut","State of Connecticut","13","39","2","346","3"
16, 03, 25, "state-of-hawaii","State of Hawaii","7","7","0","448","1"
16, 03, 25, "state-of-illinois","State of Illinois","7","7","0","592","1"
16, 03, 25, "state-of-maryland","State of Maryland","6","6","0","781","0"
16, 03, 25, "state-mn-us","State of Minnesota","15","15","6","209","7"
16, 03, 25, "state-of-missouri","State of Missouri","6","18","1","373","1"
16, 03, 25, "state-of-new-york","State of New York","19","56","2","522","3"
16, 03, 25, "nd-gov","State of North Dakota","32","47","4","237","13"
16, 03, 25, "state-of-oregon","State of Oregon","5","5","0","483","1"
16, 03, 25, "state-of-washington","State of Washington","1","1","0","334","0"
16, 03, 25, "un-org","United Nations Cartographic Section","8","8","2","135","5"
16, 03, 25, "university-of-arizona","University of Arizona","3","6","0","591","0"
16, 03, 25, "unh-edu","University of New Hampshire","63","171","3","1827","3"
16, 03, 25, "edc-uri-edu","University of Rhode Island Geospatial Extension Program","5","12","13","21","23"
16, 03, 25, "census-gov","US Census Bureau, Department of Commerce","193","234","0","134969","0"
16, 03, 25, "cpsc-gov","US Consumer Product Safety Commission","1","1","14","7","14"
16, 03, 25, "hhs-gov","U.S. Department of Health & Human Services","103","129","3","1620","6"
16, 03, 25, "eeoc-gov","US Equal Employment Opportunity Commission","22","22","24","91","24"
16, 03, 25, "fws-gov","US Fish and Wildlife Service, Department of the Interior","1544","1585","5","25788","5"
16, 03, 25, "fs-fed-us","US Forest Service, Department of Agriculture","1","1","0","765","0"
16, 03, 25, "usgs-gov","U.S. Geological Survey, Department of the Interior","147064","180983","3","1617643","9"
16, 03, 25, "osc-gov","US Office of the Special Counsel","3","3","100","3","100"
16, 03, 25, "vcgi-org","Vermont Center for Geographic Information","171","263","24","231","74"
16, 03, 25, "deq-virginia-gov","Virginia Department of Environmental Quality","1","1","25","2","50"
16, 03, 25, "wake-county","Wake County","1","1","0","104","0"
16, 03, 25, "wustl-edu","Washington University St Louis","59","155","51","60","98"
16, 03, 25, "wwhgd-nga-org","World Wide Human Geography Data Working Group","2","9","37","10","20"
16, 03, 25, "wvu-edu","WV GIS Technical Center","1","2","5","18","5"
16, 03, 26, "azgs-az-gov","Arizona Geological Survey","336","581","17","1588","21"
16, 03, 26, "usace-army-mil","Army Corps of Engineers, Department of the Army, Department of Defense","99","207","39","128","77"
16, 03, 26, "belle-baruch-sc-edu","Baruch Institute for Marine and Coastal Sciences, Univ of South Carolina","10","14","6","26","38"
16, 03, 26, "broadcasting-board-of-governors","Broadcasting Board of Governors","6","6","100","6","100"
16, 03, 26, "bie-doi-gov","Bureau of Indian Education, Department of the Interior","1","1","100","1","100"
16, 03, 26, "blm-gov","Bureau of Land Management, Department of the Interior","5","5","4","95","5"
16, 03, 26, "resources-ca-gov","California Department of Resources","367","367","62","585","62"
16, 03, 26, "jpl-nasa-gov","California Institute of Technology, Jet Propulsion Laboratory","1","15","83","1","100"
16, 03, 26, "city-of-baltimore","City of Baltimore","1","1","0","361","0"
16, 03, 26, "city-of-baton-rouge","City of Baton Rouge","3","9","7","32","9"
16, 03, 26, "city-of-charlotte","City of Charlotte","1","1","0","56","1"
